,Unnamed: 0,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label,pred_label
5851,2821,(주)에코마케팅,230360,2018-12-01,2016-08-08,,5,  전문 서비스업,157.77,-1.1,545.74,0.34,0.34,0.34,26.03,99.63,0.0,25.78,19.46,16.68,15.21,3833.86,952.0,424.3,406.74,53.59,67.03,33.55,44552.04,16.42,87.7,74.88,5352.68,0.59,0.78,4.31,25.25,11.43,931.88,0.39,14.46,31.93,0.02,0.0,0.56,42.47,0.68,0.7,31758.72,27.06,2183.75,0.0,51.14,32.4,67.6,50.41,0.0,0.0
5852,2822,(주)에코마케팅,230360,2019-12-01,2016-08-08,,5,  전문 서비스업,79.31,107.86,270.97,39.88,39.88,39.88,18.95,105.42,0.0,29.95,32.65,30.2,25.96,6874.21,1949.0,407.68,353.73,135.39,64.56,27.55,1014.91,18.44,85.54,78.4,6585.04,0.87,1.13,6.43,11.1,10.34,935.19,0.34,32.88,35.31,0.01,0.0,0.81,49.74,1.0,1.1,41201.63,29.51,1362.95,0.0,37.0,0.0,0.0,80.95,0.0,0.0
5853,2831,(주)에코프로,86520,2018-12-01,2007-07-20,,5,  전문 서비스업,103.46,46.89,118.3,39.87,39.87,39.87,48.95,0.0,16.17,6.9,24.03,11.2,8.28,30303.37,1781.0,104.82,41.03,6.06,1.87,187.89,5.18,170.82,40.66,34.74,1637.64,1.2,3.22,1.97,5.56,11.63,17.89,20.4,65.67,31.39,0.01,0.0,1.53,2.33,3.07,6.85,85337.39,12.78,29.96,54.44,12.75,15.12,84.88,54.15,0.0,0.0
5854,2832,(주)에코프로,86520,2019-12-01,2007-07-20,,5,  전문 서비스업,4.91,48.48,39.97,41.42,41.42,41.42,39.0,-45.91,15.69,5.32,9.33,6.16,4.68,31791.15,963.0,141.09,52.36,13.29,11.54,107.58,4.2,125.31,39.63,48.17,2491.83,0.88,2.07,1.47,3.54,10.17,15.72,23.22,103.03,35.9,0.01,0.0,1.21,1.65,2.2,5.79,158863.56,17.12,49.77,92.85,22.62,51.63,48.37,23.52,0.0,0.0
5855,2842,(주)에프알텍,73540,2018-12-01,2007-05-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6.0,-8.38,-64.89,-3.78,-3.78,-3.78,-7.59,0.0,19.12,-6.49,-4.74,-4.88,-2.73,2158.52,-140.0,136.87,117.04,48.17,5.97,70.54,-7.01,132.72,22.17,58.64,578.35,0.42,0.73,0.55,7.08,8.12,10.17,35.9,51.53,44.95,0.02,0.2,1.02,0.95,1.77,2.36,3136.23,5.58,20.06,1865.04,12.75,136.79,-36.79,-50.95,0.0,1.0
5856,2843,(주)에프알텍,73540,2019-12-01,2007-05-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6.27,-19.38,-5.98,0.08,0.08,0.08,6.83,0.0,24.16,-6.48,-5.28,-1.84,-2.92,2293.89,-149.0,90.05,80.65,2.83,-2.99,92.1,-2.4,140.05,27.09,52.06,548.49,0.45,0.81,0.6,14.93,4.65,9.21,39.65,24.45,78.47,0.02,0.1,0.94,1.16,1.82,2.07,4272.06,7.11,41.94,3759.56,16.34,97.26,2.74,-39.68,0.0,0.0
5857,2847,(주)에프에스엔,214270,2018-12-01,2015-03-25,,5,  출판업,228.07,584.84,0.0,320.89,320.89,320.89,151.51,866.78,0.0,2.36,11.12,9.34,2.6,1514.07,42.0,90.39,90.39,19.82,-6.74,335.0,2.36,158.97,63.46,22.99,451.32,1.1,3.72,3.08,0.0,17.29,5.79,63.01,0.0,21.1,0.0,0.09,0.86,65.76,1.72,1.72,66250.95,34.94,1892.93,5529.0,52.83,78.13,21.87,4.47,0.0,0.0
5858,2848,(주)에프에스엔,214270,2019-12-01,2015-03-25,,5,  출판업,15.96,584.84,0.0,42.66,42.66,42.66,3.88,-5.91,0.0,5.94,6.78,4.56,4.47,1598.3,36.0,109.98,109.75,29.24,4.52,192.7,1.17,146.9,49.81,34.16,588.24,0.75,2.62,1.73,1386.05,5.06,3.95,92.51,0.26,72.13,0.0,0.0,0.66,8.35,1.33,1.33,9739.48,4.94,31.09,240.4,6.7,0.0,0.0,88.71,0.0,1.0
5859,2855,(주)에프에스티,36810,2018-12-01,2000-01-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-13.9,6.46,-44.32,3.46,3.46,3.46,5.71,73.73,29.72,10.27,19.36,14.67,12.28,8157.34,941.0,158.58,124.32,61.24,14.79,48.5,31.64,89.04,40.04,67.34,944.32,1.2,1.89,1.97,9.62,7.69,18.75,19.47,37.93,47.46,0.02,0.0,1.79,2.59,3.03,4.43,46738.88,32.95,82.12,334.8,28.32,45.53,54.47,36.26,0.0,0.0
5860,2856,(주)에프에스티,36810,2019-12-01,2000-01-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-23.83,49.86,84.24,39.89,39.89,39.89,27.68,7.86,39.88,14.54,17.52,11.9,11.32,6213.84,1002.0,133.03,84.64,27.28,8.52,60.08,32.53,105.16,34.31,62.47,1118.47,0.78,1.2,1.23,7.21,6.5,13.57,26.89,50.62,56.16,0.01,3.09,1.25,1.53,2.11,2.99,56024.78,30.93,60.76,261.11,44.56,48.44,51.56,32.63,0.0,0.0
5861,2861,(주)에프엔씨엔터테인먼트,173940,2018-12-01,2014-12-04,,5,"  창작, 예술 및 여가관련 서비스업",-36.57,-76.39,-27.83,-22.11,-22.11,-22.11,-31.89,0.0,8.33,-1.94,-1.94,-5.34,-1.38,5152.45,-92.0,298.89,294.35,80.51,37.2,28.7,-1663.03,56.75,55.91,77.7,900.23,0.71,0.91,1.74,86.61,11.51,11.23,32.49,4.21,31.71,0.23,0.01,0.91,7.11,1.2,1.22,8624.59,10.22,216.82,358.35,11.65,137.63,-37.63,-16.66,0.0,1.0
5862,2862,(주)에프엔씨엔터테인먼트,173940,2019-12-01,2014-12-04,,5,"  창작, 예술 및 여가관련 서비스업",13.75,198.99,-3.54,10.15,10.15,10.15,36.72,0.0,11.7,-8.99,-10.62,-4.34,-7.58,5860.83,-501.0,187.27,185.52,62.61,30.04,72.4,-9.36,61.25,64.47,58.0,924.33,0.84,1.27,2.15,119.63,10.7,15.47,23.59,3.05,34.1,0.07,0.01,0.95,10.61,1.39,1.4,12885.24,11.17,108.34,376.73,15.3,114.54,-14.54,-58.73,0.0,0.0
5863,2864,(주)에프티이앤이,65160,2018-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-42.65,-55.13,-33.13,-61.1,-61.1,-61.1,-45.95,0.0,11.4,-18.75,-14.8,-10.72,-8.19,577.81,-108.0,110.7,91.38,5.36,6.13,190.35,-9.63,106.14,63.45,34.44,63.89,0.44,0.79,0.95,4.51,2.83,3.8,96.08,80.95,128.98,0.01,0.28,0.47,1.35,0.81,0.98,6654.96,10.55,39.62,101.48,16.94,139.45,-39.45,-110.66,1.0,1.0
5864,2872,(주)엑사이엔씨,54940,2018-12-01,2001-12-13,,5,  전문직별 공사업,-12.43,-9.35,12.56,-10.54,-10.54,-10.54,-12.05,0.0,11.52,-2.42,-7.75,3.57,-4.05,6754.0,-127.0,141.35,110.9,18.53,19.9,106.42,2.83,66.04,68.01,48.44,314.87,1.67,3.53,5.27,12.92,5.72,10.83,33.72,28.26,63.84,0.02,0.13,1.43,6.39,2.45,3.02,23389.03,18.65,70.55,1311.31,10.44,95.02,4.98,-23.22,0.0,0.0
5865,2873,(주)엑사이엔씨,54940,2019-12-01,2001-12-13,,5,  전문직별 공사업,10.29,4.5,3.9,4.01,4.01,4.01,14.14,0.0,9.45,0.12,-0.7,2.42,0.22,7449.1,-11.0,134.23,108.96,9.63,18.07,133.53,2.04,68.09,70.85,42.82,313.9,1.84,4.05,6.04,13.19,5.94,10.47,34.85,27.66,61.48,0.02,0.12,1.53,7.25,2.65,3.31,29400.7,20.54,84.88,1444.72,11.9,81.27,18.73,0.99,0.0,0.0
5866,2882,(주)엑서지21,43090,2018-12-01,2001-10-11,,5,  도매 및 상품 중개업,-42.61,45.1,-9.02,18.67,18.67,18.67,-14.52,0.0,28.59,-14.58,-18.06,1.51,-8.68,4710.84,-723.0,108.18,60.1,11.89,2.8,95.52,-5.62,123.15,37.01,51.15,792.2,0.6,1.24,0.98,3.96,3.7,18.08,20.19,92.23,98.71,0.01,0.0,0.75,1.72,1.52,2.48,5778.43,3.55,10.85,46.07,5.86,204.79,-104.79,-248.85,0.0,1.0
5867,2883,(주)엑서지21,43090,2019-12-01,2001-10-11,,5,  도매 및 상품 중개업,-34.38,17.05,-75.63,193.52,193.52,193.52,14.23,0.0,-12.93,-357.82,-147.0,-28.09,-36.31,308.76,0.0,45.03,23.04,1.63,-42.03,598.55,-5.47,382.86,34.43,9.85,29.93,0.1,0.65,0.16,0.68,0.83,0.82,145.85,283.09,288.99,0.0,1.45,0.1,0.4,0.28,0.48,-27118.01,-43.37,-198.0,0.0,-251.96,0.0,0.0,0.0,0.0,1.0
5868,2887,(주)엑셈,205100,2018-12-01,2014-11-07,,5,  출판업,-4.02,6.55,0.0,-5.78,-5.78,-5.78,26.0,0.0,59.49,19.39,11.6,6.99,9.0,973.24,184.0,483.56,483.56,223.88,52.78,19.98,21.79,40.14,66.54,83.35,1790.83,0.46,0.57,1.21,0.0,4.6,23.39,15.6,0.0,79.36,0.02,0.0,0.61,2.6,0.75,0.75,24571.56,31.6,191.63,2811.11,75.93,66.83,33.17,25.54,0.0,0.0
5869,2888,(주)엑셈,205100,2019-12-01,2014-11-07,,5,  출판업,6.48,25.99,0.0,9.18,9.18,9.18,10.63,-21.32,58.22,14.14,7.47,8.61,5.95,1016.9,143.0,673.01,672.72,395.5,57.03,19.77,40.41,39.54,66.98,83.49,1957.66,0.42,0.5,1.27,2770.42,5.36,67.63,5.4,0.13,68.05,0.02,0.0,0.54,2.38,0.63,0.63,23204.76,26.97,178.33,3388.66,67.35,73.1,26.9,21.0,0.0,0.0
5870,2892,(주)엑시콘,92870,2018-12-01,2015-10-22,,5,  기타 기계 및 장비 제조업,-15.98,-7.17,8.51,-0.4,-0.4,-0.4,17.94,-55.15,31.18,6.57,4.71,4.22,3.73,6357.19,421.0,472.75,350.94,106.92,40.76,33.8,4.56,64.63,51.7,74.74,1810.41,0.57,0.72,1.08,4.09,16.14,21.54,16.94,89.17,22.62,0.01,0.0,0.96,2.28,1.19,1.68,14547.11,13.49,66.68,1319.36,25.76,56.41,43.59,25.51,0.0,0.0
5871,2893,(주)엑시콘,92870,2019-12-01,2015-10-22,,5,  기타 기계 및 장비 제조업,-32.3,5.76,-26.4,3.52,3.52,3.52,-3.56,0.0,31.44,-13.9,-6.82,-4.35,-5.02,4303.51,-606.0,186.16,146.86,27.5,22.29,38.82,-5.74,71.97,48.15,72.04,1682.88,0.36,0.49,0.72,3.07,7.99,18.06,20.21,119.0,45.68,0.01,0.0,0.53,1.56,0.72,0.95,3654.93,3.52,17.04,709.26,9.56,252.1,-152.1,-145.38,0.0,1.0
5872,2906,(주)엔에스엔,31860,2018-12-01,1997-01-07,,5,  도매 및 상품 중개업,96.94,-3.29,-24.91,3.89,3.89,3.89,-5.8,0.0,18.1,-43.54,-18.67,-11.03,-14.19,497.26,-175.0,59.05,45.55,9.91,-15.92,77.25,-3.84,136.56,22.96,56.42,174.31,0.33,0.55,0.44,5.49,6.12,84.48,4.32,66.5,59.63,0.01,0.0,0.51,1.19,1.22,1.57,-158.51,-0.52,-1.86,-106.63,-1.54,0.0,0.0,0.0,0.0,1.0
5873,2907,(주)엔에스엔,31860,2019-12-01,1997-01-07,,5,  도매 및 상품 중개업,49.12,-3.14,0.68,6.07,6.07,6.07,122.77,0.0,7.71,-47.51,-29.57,-15.46,-14.75,644.84,-255.0,96.67,93.05,16.45,-2.18,199.93,-3.77,110.02,63.32,33.34,190.5,0.31,0.77,0.63,9.51,6.06,50.39,7.24,38.38,60.19,0.01,0.0,0.29,1.84,0.61,0.65,1042.03,1.52,12.65,1291.0,6.78,376.06,-276.06,-700.66,0.0,1.0
5874,2916,(주)엔에이치엔벅스,104200,2018-12-01,2009-10-06,,5,  출판업,-3.41,-6.59,10.72,-14.85,-14.85,-14.85,-0.62,0.0,0.0,5.82,8.57,6.63,5.75,6046.32,407.0,284.97,284.33,55.62,46.87,37.19,44552.04,38.13,72.2,72.89,850.68,0.99,1.37,3.28,639.63,7.23,6.09,59.89,0.57,50.49,0.0,0.0,1.03,155.5,1.41,1.42,19064.29,21.08,5703.71,2997530.5,21.26,56.71,43.29,27.38,0.0,0.0
5875,2917,(주)엔에이치엔벅스,104200,2019-12-01,2009-10-06,,5,  출판업,-5.36,-26.05,144.84,10.29,10.29,10.29,10.12,-16.47,0.0,4.86,6.9,8.04,4.34,5722.31,341.0,290.33,288.87,76.85,47.3,42.11,107.3,39.56,72.16,70.37,911.99,0.89,1.25,3.21,334.1,7.41,6.0,60.87,1.09,49.23,0.0,0.0,0.92,155.5,1.24,1.24,18017.46,18.09,5703.71,2832934.04,21.24,59.78,40.22,22.88,0.0,0.0
5876,2926,(주)엔지스테크널러지,208860,2018-12-01,2016-07-28,,6,  출판업,24.3,-1.19,0.0,81.34,81.34,81.34,151.51,0.0,21.07,1.84,8.61,3.83,2.41,5932.38,109.0,132.69,88.7,13.72,13.74,132.35,-0.83,102.78,55.76,43.04,463.49,1.31,4.69,2.95,7.18,6.16,8.02,45.52,50.8,59.26,0.02,0.19,1.17,3.63,2.36,3.51,19940.55,22.45,66.23,153.63,21.35,68.93,31.07,8.61,0.0,0.0
5877,2927,(주)엔지스테크널러지,208860,2019-12-01,2016-07-28,,6,  출판업,50.39,215.26,0.0,252.67,252.67,252.67,151.51,0.0,87.25,-132.69,-85.41,-3.79,-9.7,627.04,-850.0,99.65,90.22,23.54,-0.17,232.19,-0.99,174.05,47.61,30.1,190.96,0.07,0.24,0.14,1.62,3.02,5.42,67.37,224.88,120.69,0.0,0.0,0.08,0.72,0.15,0.17,-1251.11,-1.45,-14.36,-452.43,-19.86,0.0,0.0,0.0,0.0,1.0
5878,2929,(주)엔지켐생명과학,183490,2019-12-01,2018-02-21,,5,  의료용 물질 및 의약품 제조업,1.4,5.34,10.09,29.33,29.33,29.33,26.77,0.0,8.47,-53.64,-25.41,-20.67,-22.2,3907.07,-2102.0,843.27,738.64,30.51,65.58,14.79,-318.78,29.38,74.4,87.12,1807.23,0.41,0.47,1.63,4.2,3.88,16.9,21.6,86.84,94.17,0.01,0.0,0.49,2.18,0.55,0.64,-6034.32,-7.1,-58.09,-193.26,-19.18,0.0,0.0,0.0,0.0,0.0
5879,2933,(주)엔케이맥스,182400,2018-12-01,2015-10-23,,5,  의료용 물질 및 의약품 제조업,29.8,-9.34,-21.18,120.66,120.66,120.66,30.57,0.0,74.49,-326.27,-54.66,-22.4,-32.83,254.6,-830.0,276.45,235.49,10.34,19.99,102.29,-1333.61,138.92,31.32,49.44,281.15,0.1,0.17,0.18,1.69,4.56,100.15,3.64,216.28,80.05,0.0,0.0,0.17,2.1,0.23,0.27,-14523.33,-20.58,-511.86,-1194.47,-231.68,0.0,0.0,0.0,0.0,1.0
5880,2934,(주)엔케이맥스,182400,2019-12-01,2015-10-23,,5,  의료용 물질 및 의약품 제조업,228.07,372.25,656.6,320.89,320.89,320.89,151.51,0.0,73.1,-130.63,-16.05,-18.66,-9.04,310.32,-403.0,42.45,34.79,24.31,-16.52,69.43,-156.9,148.78,12.19,59.02,688.5,0.07,0.12,0.08,2.4,4.19,158.6,2.3,151.92,87.02,0.0,0.0,0.17,0.51,0.39,0.47,3839.26,2.11,22.29,336.49,43.88,256.59,-156.59,-297.69,0.0,1.0
5881,2945,(주)엔텔스,69410,2018-12-01,2007-06-20,,5,  출판업,32.75,8.36,0.0,-5.32,-5.32,-5.32,1.07,0.0,25.69,3.75,5.89,3.43,4.18,9031.92,343.0,197.54,197.54,83.15,26.56,37.95,44552.04,63.75,53.79,72.49,1179.26,1.12,1.57,2.34,367.57,6.04,6.73,54.21,0.99,60.46,0.14,0.0,1.38,26.0,2.14,2.15,23975.66,42.72,961.97,8643.15,38.48,80.49,19.51,9.74,0.0,0.0
5882,2946,(주)엔텔스,69410,2019-12-01,2007-06-20,,5,  출판업,-3.34,37.92,0.0,-4.48,-4.48,-4.48,17.39,-13.0,29.34,3.37,4.91,5.08,3.33,8729.95,301.0,178.97,178.97,57.48,27.53,56.31,240.94,58.77,62.4,63.98,1221.83,0.99,1.45,2.38,0.0,4.06,7.39,49.41,0.0,89.84,0.02,0.0,1.1,20.31,1.69,1.69,24275.36,36.85,706.2,10836.39,40.3,81.63,18.37,8.37,0.0,0.0
5883,2955,(주)엔피케이,48830,2018-12-01,2000-10-12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-7.96,-1.41,-13.91,6.96,6.96,6.96,0.42,0.0,8.5,-0.4,-0.63,0.74,-0.35,3592.99,-14.0,274.98,241.51,41.14,27.03,85.54,0.3,106.74,42.47,53.9,436.14,0.88,1.59,1.57,15.65,8.86,9.31,39.2,23.33,41.2,0.04,0.07,1.36,1.8,1.98,2.27,23326.37,30.31,65.38,158.46,34.67,80.46,19.54,-1.15,0.0,0.0
5884,2956,(주)엔피케이,48830,2019-12-01,2000-10-12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-3.33,19.76,-13.17,14.65,14.65,14.65,-0.55,0.0,6.95,-1.28,-2.05,0.02,-1.08,3473.35,-45.0,195.5,169.3,59.57,16.45,89.83,-0.82,125.9,33.68,52.68,430.64,0.85,1.59,1.37,17.5,8.85,12.11,30.15,20.86,41.26,0.03,0.07,1.56,1.6,2.23,2.55,21185.13,27.68,64.54,160.09,32.58,82.06,17.94,-3.93,0.0,0.0
5885,2965,(주)엘디티,96870,2018-12-01,2008-05-02,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-23.01,-3.13,-29.29,-1.63,-1.63,-1.63,3.12,0.0,22.18,10.15,6.67,9.44,6.16,4992.82,534.0,798.53,779.72,567.53,47.5,8.41,44552.04,49.55,54.3,92.24,1474.82,0.61,0.66,1.24,43.51,12.21,53.84,6.78,8.39,29.88,0.03,0.53,1.04,1.34,1.19,1.23,43732.88,33.55,78.12,165.73,55.45,52.29,47.71,18.29,0.0,0.0
5886,2966,(주)엘디티,96870,2019-12-01,2008-05-02,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-3.24,-2.81,47.97,-1.36,-1.36,-1.36,-1.91,0.0,22.76,15.02,11.15,12.13,10.24,6127.1,958.0,728.93,719.24,290.82,52.99,9.24,-17335.03,42.15,61.42,91.54,1686.53,0.68,0.74,1.63,66.07,18.66,53.07,6.88,5.52,19.56,0.05,0.03,1.04,1.83,1.17,1.19,52892.22,35.21,112.33,288.54,55.31,50.52,49.48,27.16,0.0,0.0
5887,2969,(주)엘앤씨바이오,290650,2019-12-01,2018-11-01,,5,  의료용 물질 및 의약품 제조업,37.24,48.67,11.63,169.45,169.45,169.45,15.42,39.22,64.02,29.0,13.1,16.1,13.68,3991.79,993.0,1355.29,1172.11,375.39,64.46,9.88,149.16,33.41,69.6,91.01,1581.21,0.47,0.52,2.11,4.94,3.54,135.99,2.68,73.94,103.25,0.01,0.0,0.57,4.78,0.61,0.69,14039.17,21.2,192.65,972.07,48.16,27.71,72.29,60.22,0.0,0.0
5888,2979,(주)엘앤에프,66970,2018-12-01,2003-01-02,,5,  전기장비 제조업,25.47,26.13,43.37,26.2,26.2,26.2,24.67,-2.33,9.57,3.93,14.83,9.09,6.67,20467.51,927.0,141.36,55.23,8.08,17.59,131.47,7.4,92.29,60.13,43.2,1136.03,1.7,3.8,4.28,4.91,10.86,18.25,20.0,74.29,33.6,0.01,0.0,1.67,4.63,2.81,6.56,65818.58,19.89,66.6,160.55,13.02,39.87,60.13,30.21,0.0,0.0
5889,2980,(주)엘앤에프,66970,2019-12-01,2003-01-02,,5,  전기장비 제조업,-38.05,61.39,14.31,59.11,59.11,59.11,25.75,0.0,4.86,-2.81,-6.66,-2.02,-2.36,12652.74,-428.0,109.99,36.06,0.44,4.5,215.73,-1.8,159.29,49.55,31.67,1045.51,0.84,2.28,1.83,2.41,5.88,9.92,36.81,151.4,62.06,0.01,0.0,0.85,1.97,1.55,4.31,33648.35,8.08,22.69,76.61,10.74,86.24,13.76,-26.18,0.0,0.0
5890,2982,(주)엘앤케이바이오메드,156100,2018-12-01,2016-11-30,,5,"  의료, 정밀, 광학기기 및 시계 제조업",-0.61,-2.94,53.38,-4.34,-4.34,-4.34,2.5,0.0,53.78,-12.92,-9.82,-8.81,-4.46,2823.45,-381.0,123.45,76.94,8.59,11.1,118.39,-4.4,90.8,58.42,45.79,707.17,0.35,0.76,0.8,1.88,1.34,5.51,66.19,194.55,272.85,0.0,0.0,0.33,4.55,0.61,0.9,12582.7,13.7,185.55,546.62,40.17,85.88,14.12,-32.17,1.0,1.0
5891,2990,(주)엘엠에스,73110,2018-12-01,2007-10-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-23.9,-10.72,-35.05,-4.89,-4.89,-4.89,-1.86,-29.92,33.86,6.08,5.74,6.06,3.35,12297.24,881.0,177.2,159.72,71.61,25.13,66.49,5.8,70.44,57.69,60.06,2609.35,0.55,0.94,1.28,7.7,3.84,28.43,12.84,47.37,95.09,0.01,0.0,0.59,1.57,0.97,1.11,37269.93,18.97,58.13,235.67,34.07,49.83,50.17,17.84,0.0,0.0
5892,2991,(주)엘엠에스,73110,2019-12-01,2007-10-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",49.17,-5.11,169.26,14.66,14.66,14.66,25.42,67.11,42.65,6.81,9.17,4.64,5.02,18343.71,1603.0,148.07,118.57,31.81,19.91,98.07,5.65,76.61,61.32,50.49,2750.79,0.74,1.35,1.83,7.9,2.95,19.45,18.77,46.18,123.62,0.01,0.0,0.76,2.55,1.23,1.46,41317.76,16.77,71.42,294.33,25.32,45.43,54.57,26.89,0.0,0.0
5893,3000,(주)엘오티베큠,83310,2018-12-01,2005-10-05,,5,  기타 기계 및 장비 제조업,-15.66,63.85,12.9,41.84,41.84,41.84,14.61,-32.58,35.13,9.95,14.45,12.12,10.25,12770.49,1266.0,190.24,141.91,90.57,22.81,42.25,625.42,73.85,48.09,70.3,1833.02,1.03,1.47,2.18,8.38,12.75,20.22,18.05,43.57,28.64,0.02,1.11,1.37,2.87,1.95,2.55,52724.4,30.05,175.87,1280.27,31.14,54.93,45.07,31.94,0.0,0.0
5894,3001,(주)엘오티베큠,83310,2019-12-01,2005-10-05,,5,  기타 기계 및 장비 제조업,-11.26,14.36,19.49,17.03,17.03,17.03,19.71,-88.65,28.98,1.25,1.51,-0.09,0.97,11332.25,146.0,206.22,155.16,72.85,25.37,65.97,-1.87,84.24,49.25,60.25,1889.72,0.78,1.2,1.52,6.39,7.57,16.24,22.48,57.15,48.25,0.01,0.0,1.06,1.91,1.6,2.13,37033.22,17.63,44.63,655.03,24.65,73.2,26.8,5.07,0.0,0.0
5895,3010,(주)엠게임,58630,2018-12-01,2008-12-19,,5,  출판업,-1.55,7.52,0.0,-11.96,-11.96,-11.96,-6.98,3.47,0.0,9.34,8.4,8.9,6.13,1387.55,139.0,214.54,211.53,128.4,18.66,27.29,43.06,82.81,34.94,78.56,331.8,0.66,0.84,1.01,133.92,5.62,0.0,0.0,2.73,65.0,0.01,0.01,1.28,2.22,1.88,1.91,13108.01,31.73,107.14,2352.53,48.34,51.9,48.1,19.33,0.0,0.0
5896,3011,(주)엠게임,58630,2019-12-01,2008-12-19,,5,  출판업,38.77,-2.28,-86.53,5.51,5.51,5.51,17.43,191.28,0.0,20.58,21.89,16.41,17.25,1925.44,406.0,405.84,405.29,218.83,31.31,21.41,119.19,70.97,41.54,82.37,410.09,0.84,1.04,1.36,327.54,7.59,0.0,0.0,1.11,48.07,0.02,0.0,1.63,3.11,2.18,2.19,16443.64,33.9,137.54,7355.52,43.7,41.27,58.73,47.11,0.0,0.0
5897,3020,(주)엠디에스테크,86960,2018-12-01,2006-09-26,,5,  출판업,6.72,15.89,22.23,20.08,20.08,20.08,14.84,-30.86,33.81,3.13,5.82,7.05,3.24,18004.74,683.0,318.43,273.5,40.61,50.83,36.92,9.36,35.47,74.09,73.04,2226.51,1.03,1.41,4.07,10.17,4.75,11.93,30.6,35.9,76.89,0.01,0.33,1.05,11.75,1.38,1.6,40120.39,24.39,285.84,2948.09,25.24,73.43,26.57,12.41,0.0,0.0
5898,3021,(주)엠디에스테크,86960,2019-12-01,2006-09-26,,5,  출판업,-2.54,-24.51,-33.93,-8.59,-8.59,-8.59,-6.08,34.66,32.56,3.9,7.38,3.5,3.79,17545.46,987.0,316.57,285.44,64.24,51.16,33.01,34.82,33.54,74.79,75.18,2316.99,0.97,1.31,3.8,10.85,5.42,10.54,34.63,33.64,67.38,0.02,0.17,0.99,12.16,1.31,1.48,30340.46,19.64,277.46,7506.56,19.59,85.34,14.66,19.89,0.0,0.0
5899,3028,(주)엠씨넥스,97520,2018-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.26,5.93,-4.08,4.95,4.95,4.95,0.84,0.0,12.51,4.28,26.19,10.7,7.66,62025.94,2161.0,85.01,63.87,25.33,-9.87,201.49,5.59,132.78,55.96,33.17,1506.02,1.79,6.12,4.14,12.54,9.92,7.0,52.14,29.11,36.79,0.07,0.06,1.41,4.45,3.15,4.21,145248.72,37.14,90.38,131.8,20.84,37.11,62.89,20.53,0.0,0.0
5900,3029,(주)엠씨넥스,97520,2019-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.89,37.86,42.38,40.12,40.12,40.12,21.87,183.41,14.52,6.67,47.71,26.27,19.48,71438.69,5151.0,96.1,64.44,19.78,-2.01,112.22,25.16,107.46,49.36,47.12,2514.26,2.72,7.16,6.13,19.22,14.85,11.68,31.26,18.99,24.58,0.08,0.04,2.65,6.62,5.47,7.87,249047.64,52.26,123.45,170.25,19.65,29.04,70.96,33.93,0.0,0.0
5901,3031,(주)엠아이텍,179290,2019-12-01,2018-11-29,,5,"  의료, 정밀, 광학기기 및 시계 제조업",10.32,187.99,15.79,179.11,179.11,179.11,16.35,839.07,45.04,11.22,7.88,7.07,6.88,1073.33,120.0,463.68,350.8,131.91,49.5,18.75,57.46,43.8,63.12,84.21,317.2,0.61,0.7,2.27,3.98,4.02,24.02,15.19,91.72,90.82,0.01,0.0,0.73,4.77,0.84,1.06,14002.54,24.43,141.27,349.58,42.88,63.67,36.33,26.17,0.0,0.0
